Keyword,Extracted Sentence
succeeding generations,"The U.N. Charter states them with clarity: “to save succeeding generations from the scourge of war”
I am confident that this young century will be liberty’s century."
succeeding,"The U.N. Charter states them with clarity: “to save succeeding generations from the scourge of war”
I am confident that this young century will be liberty’s century."
decade,He ignored more than a decade of those resolutions.
council promised,"The Security Council promised serious consequences for his defiance.
"
contributed,"More than 35 countries have contributed money and expertise to help rebuild Iraq.
"
fully comply,"She said, ""I understand that there is evil in the world, but what have these little creatures done?""
The dictator agreed in 1991, as a condition of aceasefire, to fully comply with all Security Council resolutions."
principle,"I support that draft resolution and urge all Governments to affirm a basic ethical principle: no human life should ever be produced or destroyed for the benefit of another.
"
commitment,"The United States and the United Nations share the deepest commitments, he said."
commitment,"He added: 'The American people respect the idealism that gave life to this organization'
The U.N. and the U.S. share the same commitment to human rights."
deepest commitments,"The United States and the United Nations share the deepest commitments, he said."
action,We congratulate the members of the Council on this timely and necessary action.
failed,"Eventually there is no safe isolation from terror networks or failed States that shelter them.
"
countries lay,"The fund would help countries lay the foundations of democracy by instituting the rule of law, independent courts, a free press, political parties and trade unions.
"
expand economic,The U.S. is increasing aid to developing nations that expand economic freedom and invest in the education and health of their own people.
comprehensive,The GeneralAssembly will consider a draft resolution sponsored by Costa Rica calling for a comprehensive ban on human cloning.
received,"Since 1996, poor countries with the heaviest debt burdens have received more than $30 billion of relief."
money,"More than 35 countries have contributed money and expertise to help rebuild Iraq.
"
dictator agreed,"She said, ""I understand that there is evil in the world, but what have these little creatures done?""
The dictator agreed in 1991, as a condition of aceasefire, to fully comply with all Security Council resolutions."
authority,"The Human Rights Council must have the moral authority to condemn allviolators of human rights, even those that sit among us.
"
efforts,"I also want tothank the representatives of the 126 countries that have offered assistance in our relief efforts.
"
efforts,"Questions about Iran’s nuclear activities remain unanswered, despite repeated efforts by the International Atomic Energy Agency."
visionarybuilders,"Sixty years ago, the United States joined with visionarybuilders from over 50 countries to create the United Nations."
international,The first purpose of the United Nations is to help maintain international peace and security.
international,"It is time for every Member of the U.S. to outlaw acts of international terrorism, he says."
international,"Questions about Iran’s nuclear activities remain unanswered, despite repeated efforts by the International Atomic Energy Agency."
globalization,"Today, with the end of the cold war and the rise of globalization, we must embrace the challenge of building for the future.
"
erupt,"A Peacebuilding Commission should plan for post-conflict missions before crises erupt, he says.
"
tothank,"I also want tothank the representatives of the 126 countries that have offered assistance in our relief efforts.
"
built,We built an institution that has helped to support a peaceful world order for six decades.
